xllcorner,yllcorner,cellsize,nrows,ncols,band,units,scale,latitude,longitude,site,product,start,end,complete,modis_date,date,tile,proc_date,pixel,ndvi_value,year,season,ndvi_mean,ndvi_sd,ndvi_anomaly,stress_class,elevation,annual_precip_mm,precip_seasonality,spatial_block,seasonal_precip,seasonal_temp,lagged_seasonal_precip
6895251.46,3147978.29,231.656358264,1,1,250m_16_days_NDVI,NDVI ratio - No units,1e-4,28.3121853068503,70.4383480117427,point_43,MOD13Q1,2018-01-01,2024-12-31,TRUE,A2024129,2024-05-08,h24v06,2024153222251,1,2122,2024,Spring,2980.360248447205,906.314663574378,-0.9470885586932384,Moderate Stress,80,139,96.9440689086914,2,1.89,29.8475,0.19
6895251.46,3147978.29,231.656358264,1,1,250m_16_days_NDVI,NDVI ratio - No units,1e-4,28.3121853068503,70.4383480117427,point_43,MOD13Q1,2018-01-01,2024-12-31,TRUE,A2024145,2024-05-24,h24v06,2024162170758,1,2556,2024,Spring,2980.360248447205,906.314663574378,-0.46822617519348914,Normal,80,139,96.9440689086914,2,1.89,29.8475,0.19
6895251.46,3147978.29,231.656358264,1,1,250m_16_days_NDVI,NDVI ratio - No units,1e-4,28.3121853068503,70.4383480117427,point_43,MOD13Q1,2018-01-01,2024-12-31,TRUE,A2024161,2024-06-09,h24v06,2024181211340,1,2615,2024,Summer,2980.360248447205,906.314663574378,-0.4031273719066569,Normal,80,139,96.9440689086914,2,9.37,36.74333333333333,1.89
6895251.46,3147978.29,231.656358264,1,1,250m_16_days_NDVI,NDVI ratio - No units,1e-4,28.3121853068503,70.4383480117427,point_43,MOD13Q1,2018-01-01,2024-12-31,TRUE,A2024177,2024-06-25,h24v06,2024195022542,1,3527,2024,Summer,2980.360248447205,906.314663574378,0.6031456551711573,Normal,80,139,96.9440689086914,2,9.37,36.74333333333333,1.89
6895251.46,3147978.29,231.656358264,1,1,250m_16_days_NDVI,NDVI ratio - No units,1e-4,28.3121853068503,70.4383480117427,point_43,MOD13Q1,2018-01-01,2024-12-31,TRUE,A2024193,2024-07-11,h24v06,2024212093245,1,3053,2024,Summer,2980.360248447205,906.314663574378,0.08014848978203015,Normal,80,139,96.9440689086914,2,9.37,36.74333333333333,1.89
6895251.46,3147978.29,231.656358264,1,1,250m_16_days_NDVI,NDVI ratio - No units,1e-4,28.3121853068503,70.4383480117427,point_43,MOD13Q1,2018-01-01,2024-12-31,TRUE,A2024209,2024-07-27,h24v06,2024228023654,1,3923,2024,Summer,2980.360248447205,906.314663574378,1.0400799958759976,Normal,80,139,96.9440689086914,2,9.37,36.74333333333333,1.89
6895251.46,3147978.29,231.656358264,1,1,250m_16_days_NDVI,NDVI ratio - No units,1e-4,28.3121853068503,70.4383480117427,point_43,MOD13Q1,2018-01-01,2024-12-31,TRUE,A2024225,2024-08-12,h24v06,2024247142928,1,3643,2024,Summer,2980.360248447205,906.314663574378,0.7311365226503529,Normal,80,139,96.9440689086914,2,9.37,36.74333333333333,1.89
6895251.46,3147978.29,231.656358264,1,1,250m_16_days_NDVI,NDVI ratio - No units,1e-4,28.3121853068503,70.4383480117427,point_43,MOD13Q1,2018-01-01,2024-12-31,TRUE,A2024241,2024-08-28,h24v06,2024258131000,1,4153,2024,Summer,2980.360248447205,906.314663574378,1.29385499173992,Normal,80,139,96.9440689086914,2,9.37,36.74333333333333,1.89
6895251.46,3147978.29,231.656358264,1,1,250m_16_days_NDVI,NDVI ratio - No units,1e-4,28.3121853068503,70.4383480117427,point_43,MOD13Q1,2018-01-01,2024-12-31,TRUE,A2024257,2024-09-13,h24v06,2024275121009,1,4374,2024,Autumn,2980.360248447205,906.314663574378,1.5376996616787324,Normal,80,139,96.9440689086914,2,0.19,33.43,0.6
6895251.46,3147978.29,231.656358264,1,1,250m_16_days_NDVI,NDVI ratio - No units,1e-4,28.3121853068503,70.4383480117427,point_43,MOD13Q1,2018-01-01,2024-12-31,TRUE,A2024273,2024-09-29,h24v06,2024290022838,1,2611,2024,Autumn,2980.360248447205,906.314663574378,-0.40754085009559465,Normal,80,139,96.9440689086914,2,0.19,33.43,0.6
6895251.46,3147978.29,231.656358264,1,1,250m_16_days_NDVI,NDVI ratio - No units,1e-4,28.3121853068503,70.4383480117427,point_43,MOD13Q1,2018-01-01,2024-12-31,TRUE,A2024289,2024-10-15,h24v06,2024306180437,1,3520,2024,Autumn,2980.360248447205,906.314663574378,0.5954220683405161,Normal,80,139,96.9440689086914,2,0.19,33.43,0.6
6895251.46,3147978.29,231.656358264,1,1,250m_16_days_NDVI,NDVI ratio - No units,1e-4,28.3121853068503,70.4383480117427,point_43,MOD13Q1,2018-01-01,2024-12-31,TRUE,A2024305,2024-10-31,h24v06,2024326213507,1,2881,2024,Autumn,2980.360248447205,906.314663574378,-0.10963107234229442,Normal,80,139,96.9440689086914,2,0.19,33.43,0.6
6895251.46,3147978.29,231.656358264,1,1,250m_16_days_NDVI,NDVI ratio - No units,1e-4,28.3121853068503,70.4383480117427,point_43,MOD13Q1,2018-01-01,2024-12-31,TRUE,A2024321,2024-11-16,h24v06,2025005235618,1,2941,2024,Autumn,2980.360248447205,906.314663574378,-0.04342889950822771,Normal,80,139,96.9440689086914,2,0.19,33.43,0.6
6895251.46,3147978.29,231.656358264,1,1,250m_16_days_NDVI,NDVI ratio - No units,1e-4,28.3121853068503,70.4383480117427,point_43,MOD13Q1,2018-01-01,2024-12-31,TRUE,A2024337,2024-12-02,h24v06,2024358222706,1,2490,2024,Winter,2980.360248447205,906.314663574378,-0.5410485653109626,Normal,80,139,96.9440689086914,2,NA,NA,NA
6895251.46,3147978.29,231.656358264,1,1,250m_16_days_NDVI,NDVI ratio - No units,1e-4,28.3121853068503,70.4383480117427,point_43,MOD13Q1,2018-01-01,2024-12-31,TRUE,A2024353,2024-12-18,h24v06,2025003233435,1,4092,2024,Winter,2980.360248447205,906.314663574378,1.2265494493586189,Normal,80,139,96.9440689086914,2,NA,NA,NA
6909382.53,3147978.29,231.656358264,1,1,250m_16_days_NDVI,NDVI ratio - No units,1e-4,28.3121853068503,70.58230903471,point_44,MOD13Q1,2018-01-01,2024-12-31,TRUE,A2018001,2018-01-01,h24v06,2021313030137,1,1068,2018,Winter,1125.527950310559,283.7748681197782,-0.20272390818723604,Normal,83,160,100.59071350097656,2,0.09,18.865,2.13
6909382.53,3147978.29,231.656358264,1,1,250m_16_days_NDVI,NDVI ratio - No units,1e-4,28.3121853068503,70.58230903471,point_44,MOD13Q1,2018-01-01,2024-12-31,TRUE,A2018017,2018-01-17,h24v06,2021314195715,1,974,2018,Winter,1125.527950310559,283.7748681197782,-0.5339724102932212,Normal,83,160,100.59071350097656,2,0.09,18.865,2.13
6909382.53,3147978.29,231.656358264,1,1,250m_16_days_NDVI,NDVI ratio - No units,1e-4,28.3121853068503,70.58230903471,point_44,MOD13Q1,2018-01-01,2024-12-31,TRUE,A2018033,2018-02-02,h24v06,2021317104213,1,1065,2018,Winter,1125.527950310559,283.7748681197782,-0.2132956688927462,Normal,83,160,100.59071350097656,2,0.09,18.865,2.13
6909382.53,3147978.29,231.656358264,1,1,250m_16_days_NDVI,NDVI ratio - No units,1e-4,28.3121853068503,70.58230903471,point_44,MOD13Q1,2018-01-01,2024-12-31,TRUE,A2018049,2018-02-18,h24v06,2021319204939,1,1110,2018,Winter,1125.527950310559,283.7748681197782,-0.05471925831009376,Normal,83,160,100.59071350097656,2,0.09,18.865,2.13
6909382.53,3147978.29,231.656358264,1,1,250m_16_days_NDVI,NDVI ratio - No units,1e-4,28.3121853068503,70.58230903471,point_44,MOD13Q1,2018-01-01,2024-12-31,TRUE,A2018065,2018-03-06,h24v06,2021319221423,1,1066,2018,Spring,1125.527950310559,283.7748681197782,-0.20977174865757617,Normal,83,160,100.59071350097656,2,0.37,31.112499999999997,0.03
6909382.53,3147978.29,231.656358264,1,1,250m_16_days_NDVI,NDVI ratio - No units,1e-4,28.3121853068503,70.58230903471,point_44,MOD13Q1,2018-01-01,2024-12-31,TRUE,A2018081,2018-03-22,h24v06,2021323055750,1,1025,2018,Spring,1125.527950310559,283.7748681197782,-0.35425247829954837,Normal,83,160,100.59071350097656,2,0.37,31.112499999999997,0.03
6909382.53,3147978.29,231.656358264,1,1,250m_16_days_NDVI,NDVI ratio - No units,1e-4,28.3121853068503,70.58230903471,point_44,MOD13Q1,2018-01-01,2024-12-31,TRUE,A2018097,2018-04-07,h24v06,2021328091904,1,1022,2018,Spring,1125.527950310559,283.7748681197782,-0.36482423900505856,Normal,83,160,100.59071350097656,2,0.37,31.112499999999997,0.03
6909382.53,3147978.29,231.656358264,1,1,250m_16_days_NDVI,NDVI ratio - No units,1e-4,28.3121853068503,70.58230903471,point_44,MOD13Q1,2018-01-01,2024-12-31,TRUE,A2018113,2018-04-23,h24v06,2021328223330,1,950,2018,Spring,1125.527950310559,283.7748681197782,-0.6185464959373025,Normal,83,160,100.59071350097656,2,0.37,31.112499999999997,0.03
6909382.53,3147978.29,231.656358264,1,1,250m_16_days_NDVI,NDVI ratio - No units,1e-4,28.3121853068503,70.58230903471,point_44,MOD13Q1,2018-01-01,2024-12-31,TRUE,A2018129,2018-05-09,h24v06,2021339231643,1,919,2018,Spring,1125.527950310559,283.7748681197782,-0.7277880232275742,Normal,83,160,100.59071350097656,2,0.37,31.112499999999997,0.03
6909382.53,3147978.29,231.656358264,1,1,250m_16_days_NDVI,NDVI ratio - No units,1e-4,28.3121853068503,70.58230903471,point_44,MOD13Q1,2018-01-01,2024-12-31,TRUE,A2018145,2018-05-25,h24v06,2021339231943,1,925,2018,Spring,1125.527950310559,283.7748681197782,-0.7066445018165538,Normal,83,160,100.59071350097656,2,0.37,31.112499999999997,0.03
6909382.53,3147978.29,231.656358264,1,1,250m_16_days_NDVI,NDVI ratio - No units,1e-4,28.3121853068503,70.58230903471,point_44,MOD13Q1,2018-01-01,2024-12-31,TRUE,A2018161,2018-06-10,h24v06,2021339232136,1,809,2018,Summer,1125.527950310559,283.7748681197782,-1.1154192490962802,Moderate Stress,83,160,100.59071350097656,2,2.13,36.72,0.37
6909382.53,3147978.29,231.656358264,1,1,250m_16_days_NDVI,NDVI ratio - No units,1e-4,28.3121853068503,70.58230903471,point_44,MOD13Q1,2018-01-01,2024-12-31,TRUE,A2018177,2018-06-26,h24v06,2021339232322,1,958,2018,Summer,1125.527950310559,283.7748681197782,-0.5903551340559421,Normal,83,160,100.59071350097656,2,2.13,36.72,0.37
6909382.53,3147978.29,231.656358264,1,1,250m_16_days_NDVI,NDVI ratio - No units,1e-4,28.3121853068503,70.58230903471,point_44,MOD13Q1,2018-01-01,2024-12-31,TRUE,A2018193,2018-07-12,h24v06,2021339232516,1,956,2018,Summer,1125.527950310559,283.7748681197782,-0.5974029745262821,Normal,83,160,100.59071350097656,2,2.13,36.72,0.37
6909382.53,3147978.29,231.656358264,1,1,250m_16_days_NDVI,NDVI ratio - No units,1e-4,28.3121853068503,70.58230903471,point_44,MOD13Q1,2018-01-01,2024-12-31,TRUE,A2018209,2018-07-28,h24v06,2021339232743,1,932,2018,Summer,1125.527950310559,283.7748681197782,-0.6819770601703634,Normal,83,160,100.59071350097656,2,2.13,36.72,0.37
6909382.53,3147978.29,231.656358264,1,1,250m_16_days_NDVI,NDVI ratio - No units,1e-4,28.3121853068503,70.58230903471,point_44,MOD13Q1,2018-01-01,2024-12-31,TRUE,A2018225,2018-08-13,h24v06,2021339232945,1,903,2018,Summer,1125.527950310559,283.7748681197782,-0.784170746990295,Normal,83,160,100.59071350097656,2,2.13,36.72,0.37
6909382.53,3147978.29,231.656358264,1,1,250m_16_days_NDVI,NDVI ratio - No units,1e-4,28.3121853068503,70.58230903471,point_44,MOD13Q1,2018-01-01,2024-12-31,TRUE,A2018241,2018-08-29,h24v06,2021341195053,1,923,2018,Summer,1125.527950310559,283.7748681197782,-0.7136923422868939,Normal,83,160,100.59071350097656,2,2.13,36.72,0.37
6909382.53,3147978.29,231.656358264,1,1,250m_16_days_NDVI,NDVI ratio - No units,1e-4,28.3121853068503,70.58230903471,point_44,MOD13Q1,2018-01-01,2024-12-31,TRUE,A2018257,2018-09-14,h24v06,2021350195750,1,940,2018,Autumn,1125.527950310559,283.7748681197782,-0.653785698289003,Normal,83,160,100.59071350097656,2,0.03,33.51,NA
6909382.53,3147978.29,231.656358264,1,1,250m_16_days_NDVI,NDVI ratio - No units,1e-4,28.3121853068503,70.58230903471,point_44,MOD13Q1,2018-01-01,2024-12-31,TRUE,A2018273,2018-09-30,h24v06,2021350200017,1,981,2018,Autumn,1125.527950310559,283.7748681197782,-0.5093049686470308,Normal,83,160,100.59071350097656,2,0.03,33.51,NA
6909382.53,3147978.29,231.656358264,1,1,250m_16_days_NDVI,NDVI ratio - No units,1e-4,28.3121853068503,70.58230903471,point_44,MOD13Q1,2018-01-01,2024-12-31,TRUE,A2018289,2018-10-16,h24v06,2021350200155,1,960,2018,Autumn,1125.527950310559,283.7748681197782,-0.583307293585602,Normal,83,160,100.59071350097656,2,0.03,33.51,NA
6909382.53,3147978.29,231.656358264,1,1,250m_16_days_NDVI,NDVI ratio - No units,1e-4,28.3121853068503,70.58230903471,point_44,MOD13Q1,2018-01-01,2024-12-31,TRUE,A2018305,2018-11-01,h24v06,2021350200358,1,868,2018,Autumn,1125.527950310559,283.7748681197782,-0.9075079552212468,Moderate Stress,83,160,100.59071350097656,2,0.03,33.51,NA
6909382.53,3147978.29,231.656358264,1,1,250m_16_days_NDVI,NDVI ratio - No units,1e-4,28.3121853068503,70.58230903471,point_44,MOD13Q1,2018-01-01,2024-12-31,TRUE,A2018321,2018-11-17,h24v06,2021350200516,1,1044,2018,Autumn,1125.527950310559,283.7748681197782,-0.2872979938313174,Normal,83,160,100.59071350097656,2,0.03,33.51,NA
6909382.53,3147978.29,231.656358264,1,1,250m_16_days_NDVI,NDVI ratio - No units,1e-4,28.3121853068503,70.58230903471,point_44,MOD13Q1,2018-01-01,2024-12-31,TRUE,A2018337,2018-12-03,h24v06,2021350200811,1,939,2018,Winter,1125.527950310559,283.7748681197782,-0.657309618524173,Normal,83,160,100.59071350097656,2,2.04,16.725,2.11
6909382.53,3147978.29,231.656358264,1,1,250m_16_days_NDVI,NDVI ratio - No units,1e-4,28.3121853068503,70.58230903471,point_44,MOD13Q1,2018-01-01,2024-12-31,TRUE,A2018353,2018-12-19,h24v06,2021361142747,1,950,2018,Winter,1125.527950310559,283.7748681197782,-0.6185464959373025,Normal,83,160,100.59071350097656,2,2.04,16.725,2.11
6909382.53,3147978.29,231.656358264,1,1,250m_16_days_NDVI,NDVI ratio - No units,1e-4,28.3121853068503,70.58230903471,point_44,MOD13Q1,2018-01-01,2024-12-31,TRUE,A2019001,2019-01-01,h24v06,2020286133721,1,986,2019,Winter,1125.527950310559,283.7748681197782,-0.4916853674711805,Normal,83,160,100.59071350097656,2,2.04,16.725,2.11
6909382.53,3147978.29,231.656358264,1,1,250m_16_days_NDVI,NDVI ratio - No units,1e-4,28.3121853068503,70.58230903471,point_44,MOD13Q1,2018-01-01,2024-12-31,TRUE,A2019017,2019-01-17,h24v06,2020286174326,1,943,2019,Winter,1125.527950310559,283.7748681197782,-0.6432139375834929,Normal,83,160,100.59071350097656,2,2.04,16.725,2.11
6909382.53,3147978.29,231.656358264,1,1,250m_16_days_NDVI,NDVI ratio - No units,1e-4,28.3121853068503,70.58230903471,point_44,MOD13Q1,2018-01-01,2024-12-31,TRUE,A2019033,2019-02-02,h24v06,2020287233814,1,872,2019,Winter,1125.527950310559,283.7748681197782,-0.8934122742805667,Moderate Stress,83,160,100.59071350097656,2,2.04,16.725,2.11
6909382.53,3147978.29,231.656358264,1,1,250m_16_days_NDVI,NDVI ratio - No units,1e-4,28.3121853068503,70.58230903471,point_44,MOD13Q1,2018-01-01,2024-12-31,TRUE,A2019049,2019-02-18,h24v06,2020288235242,1,850,2019,Winter,1125.527950310559,283.7748681197782,-0.970938519454308,Moderate Stress,83,160,100.59071350097656,2,2.04,16.725,2.11
6909382.53,3147978.29,231.656358264,1,1,250m_16_days_NDVI,NDVI ratio - No units,1e-4,28.3121853068503,70.58230903471,point_44,MOD13Q1,2018-01-01,2024-12-31,TRUE,A2019065,2019-03-06,h24v06,2020290172122,1,828,2019,Spring,1125.527950310559,283.7748681197782,-1.0484647646280492,Moderate Stress,83,160,100.59071350097656,2,2.24,29.25,0.48
6909382.53,3147978.29,231.656358264,1,1,250m_16_days_NDVI,NDVI ratio - No units,1e-4,28.3121853068503,70.58230903471,point_44,MOD13Q1,2018-01-01,2024-12-31,TRUE,A2019081,2019-03-22,h24v06,2020291172115,1,929,2019,Spring,1125.527950310559,283.7748681197782,-0.6925488208758737,Normal,83,160,100.59071350097656,2,2.24,29.25,0.48
6909382.53,3147978.29,231.656358264,1,1,250m_16_days_NDVI,NDVI ratio - No units,1e-4,28.3121853068503,70.58230903471,point_44,MOD13Q1,2018-01-01,2024-12-31,TRUE,A2019097,2019-04-07,h24v06,2020292132348,1,906,2019,Spring,1125.527950310559,283.7748681197782,-0.7735989862847849,Normal,83,160,100.59071350097656,2,2.24,29.25,0.48
6909382.53,3147978.29,231.656358264,1,1,250m_16_days_NDVI,NDVI ratio - No units,1e-4,28.3121853068503,70.58230903471,point_44,MOD13Q1,2018-01-01,2024-12-31,TRUE,A2019113,2019-04-23,h24v06,2020293160332,1,837,2019,Spring,1125.527950310559,283.7748681197782,-1.0167494825115186,Moderate Stress,83,160,100.59071350097656,2,2.24,29.25,0.48
6909382.53,3147978.29,231.656358264,1,1,250m_16_days_NDVI,NDVI ratio - No units,1e-4,28.3121853068503,70.58230903471,point_44,MOD13Q1,2018-01-01,2024-12-31,TRUE,A2019129,2019-05-09,h24v06,2020294164101,1,786,2019,Spring,1125.527950310559,283.7748681197782,-1.1964694145051915,Moderate Stress,83,160,100.59071350097656,2,2.24,29.25,0.48
6909382.53,3147978.29,231.656358264,1,1,250m_16_days_NDVI,NDVI ratio - No units,1e-4,28.3121853068503,70.58230903471,point_44,MOD13Q1,2018-01-01,2024-12-31,TRUE,A2019145,2019-05-25,h24v06,2020298035736,1,873,2019,Spring,1125.527950310559,283.7748681197782,-0.8898883540453967,Moderate Stress,83,160,100.59071350097656,2,2.24,29.25,0.48
6909382.53,3147978.29,231.656358264,1,1,250m_16_days_NDVI,NDVI ratio - No units,1e-4,28.3121853068503,70.58230903471,point_44,MOD13Q1,2018-01-01,2024-12-31,TRUE,A2019161,2019-06-10,h24v06,2020298200252,1,848,2019,Summer,1125.527950310559,283.7748681197782,-0.977986359924648,Moderate Stress,83,160,100.59071350097656,2,2.11,37.52,2.24
6909382.53,3147978.29,231.656358264,1,1,250m_16_days_NDVI,NDVI ratio - No units,1e-4,28.3121853068503,70.58230903471,point_44,MOD13Q1,2018-01-01,2024-12-31,TRUE,A2019177,2019-06-26,h24v06,2020303065558,1,819,2019,Summer,1125.527950310559,283.7748681197782,-1.0801800467445797,Moderate Stress,83,160,100.59071350097656,2,2.11,37.52,2.24
6909382.53,3147978.29,231.656358264,1,1,250m_16_days_NDVI,NDVI ratio - No units,1e-4,28.3121853068503,70.58230903471,point_44,MOD13Q1,2018-01-01,2024-12-31,TRUE,A2019193,2019-07-12,h24v06,2020304012528,1,888,2019,Summer,1125.527950310559,283.7748681197782,-0.8370295505178459,Moderate Stress,83,160,100.59071350097656,2,2.11,37.52,2.24
6909382.53,3147978.29,231.656358264,1,1,250m_16_days_NDVI,NDVI ratio - No units,1e-4,28.3121853068503,70.58230903471,point_44,MOD13Q1,2018-01-01,2024-12-31,TRUE,A2019209,2019-07-28,h24v06,2020304171320,1,906,2019,Summer,1125.527950310559,283.7748681197782,-0.7735989862847849,Normal,83,160,100.59071350097656,2,2.11,37.52,2.24
6909382.53,3147978.29,231.656358264,1,1,250m_16_days_NDVI,NDVI ratio - No units,1e-4,28.3121853068503,70.58230903471,point_44,MOD13Q1,2018-01-01,2024-12-31,TRUE,A2019225,2019-08-13,h24v06,2020306134511,1,1051,2019,Summer,1125.527950310559,283.7748681197782,-0.262630552185127,Normal,83,160,100.59071350097656,2,2.11,37.52,2.24
6909382.53,3147978.29,231.656358264,1,1,250m_16_days_NDVI,NDVI ratio - No units,1e-4,28.3121853068503,70.58230903471,point_44,MOD13Q1,2018-01-01,2024-12-31,TRUE,A2019241,2019-08-29,h24v06,2020308173106,1,1296,2019,Summer,1125.527950310559,283.7748681197782,0.6007299054315364,Normal,83,160,100.59071350097656,2,2.11,37.52,2.24
6909382.53,3147978.29,231.656358264,1,1,250m_16_days_NDVI,NDVI ratio - No units,1e-4,28.3121853068503,70.58230903471,point_44,MOD13Q1,2018-01-01,2024-12-31,TRUE,A2019257,2019-09-14,h24v06,2020312083840,1,1389,2019,Autumn,1125.527950310559,283.7748681197782,0.9284544873023516,Normal,83,160,100.59071350097656,2,0.48,35.89,0
6909382.53,3147978.29,231.656358264,1,1,250m_16_days_NDVI,NDVI ratio - No units,1e-4,28.3121853068503,70.58230903471,point_44,MOD13Q1,2018-01-01,2024-12-31,TRUE,A2019273,2019-09-30,h24v06,2020314003048,1,1381,2019,Autumn,1125.527950310559,283.7748681197782,0.900263125420991,Normal,83,160,100.59071350097656,2,0.48,35.89,0
6909382.53,3147978.29,231.656358264,1,1,250m_16_days_NDVI,NDVI ratio - No units,1e-4,28.3121853068503,70.58230903471,point_44,MOD13Q1,2018-01-01,2024-12-31,TRUE,A2019289,2019-10-16,h24v06,2020315234306,1,1479,2019,Autumn,1125.527950310559,283.7748681197782,1.2456073084676564,Normal,83,160,100.59071350097656,2,0.48,35.89,0
6909382.53,3147978.29,231.656358264,1,1,250m_16_days_NDVI,NDVI ratio - No units,1e-4,28.3121853068503,70.58230903471,point_44,MOD13Q1,2018-01-01,2024-12-31,TRUE,A2019305,2019-11-01,h24v06,2020317182703,1,1345,2019,Autumn,1125.527950310559,283.7748681197782,0.773401996954869,Normal,83,160,100.59071350097656,2,0.48,35.89,0
6909382.53,3147978.29,231.656358264,1,1,250m_16_days_NDVI,NDVI ratio - No units,1e-4,28.3121853068503,70.58230903471,point_44,MOD13Q1,2018-01-01,2024-12-31,TRUE,A2019321,2019-11-17,h24v06,2020319014452,1,1327,2019,Autumn,1125.527950310559,283.7748681197782,0.7099714327218081,Normal,83,160,100.59071350097656,2,0.48,35.89,0
6909382.53,3147978.29,231.656358264,1,1,250m_16_days_NDVI,NDVI ratio - No units,1e-4,28.3121853068503,70.58230903471,point_44,MOD13Q1,2018-01-01,2024-12-31,TRUE,A2019337,2019-12-03,h24v06,2020321212421,1,1261,2019,Winter,1125.527950310559,283.7748681197782,0.47739269720058447,Normal,83,160,100.59071350097656,2,1.23,17.1625,5.14
6909382.53,3147978.29,231.656358264,1,1,250m_16_days_NDVI,NDVI ratio - No units,1e-4,28.3121853068503,70.58230903471,point_44,MOD13Q1,2018-01-01,2024-12-31,TRUE,A2019353,2019-12-19,h24v06,2020323182210,1,1250,2019,Winter,1125.527950310559,283.7748681197782,0.4386295746137139,Normal,83,160,100.59071350097656,2,1.23,17.1625,5.14
6909382.53,3147978.29,231.656358264,1,1,250m_16_days_NDVI,NDVI ratio - No units,1e-4,28.3121853068503,70.58230903471,point_44,MOD13Q1,2018-01-01,2024-12-31,TRUE,A2020001,2020-01-01,h24v06,2020326052842,1,1083,2020,Winter,1125.527950310559,283.7748681197782,-0.14986510465968522,Normal,83,160,100.59071350097656,2,1.23,17.1625,5.14
6909382.53,3147978.29,231.656358264,1,1,250m_16_days_NDVI,NDVI ratio - No units,1e-4,28.3121853068503,70.58230903471,point_44,MOD13Q1,2018-01-01,2024-12-31,TRUE,A2020017,2020-01-17,h24v06,2020328135725,1,843,2020,Winter,1125.527950310559,283.7748681197782,-0.9956059611004984,Moderate Stress,83,160,100.59071350097656,2,1.23,17.1625,5.14
6909382.53,3147978.29,231.656358264,1,1,250m_16_days_NDVI,NDVI ratio - No units,1e-4,28.3121853068503,70.58230903471,point_44,MOD13Q1,2018-01-01,2024-12-31,TRUE,A2020033,2020-02-02,h24v06,2020329063158,1,956,2020,Winter,1125.527950310559,283.7748681197782,-0.5974029745262821,Normal,83,160,100.59071350097656,2,1.23,17.1625,5.14
6909382.53,3147978.29,231.656358264,1,1,250m_16_days_NDVI,NDVI ratio - No units,1e-4,28.3121853068503,70.58230903471,point_44,MOD13Q1,2018-01-01,2024-12-31,TRUE,A2020049,2020-02-18,h24v06,2020335003051,1,991,2020,Winter,1125.527950310559,283.7748681197782,-0.47406576629533026,Normal,83,160,100.59071350097656,2,1.23,17.1625,5.14
6909382.53,3147978.29,231.656358264,1,1,250m_16_days_NDVI,NDVI ratio - No units,1e-4,28.3121853068503,70.58230903471,point_44,MOD13Q1,2018-01-01,2024-12-31,TRUE,A2020065,2020-03-05,h24v06,2020330162129,1,1017,2020,Spring,1125.527950310559,283.7748681197782,-0.3824438401809088,Normal,83,160,100.59071350097656,2,7.25,27.9125,0.33
6909382.53,3147978.29,231.656358264,1,1,250m_16_days_NDVI,NDVI ratio - No units,1e-4,28.3121853068503,70.58230903471,point_44,MOD13Q1,2018-01-01,2024-12-31,TRUE,A2020081,2020-03-21,h24v06,2020335020926,1,1060,2020,Spring,1125.527950310559,283.7748681197782,-0.2309152700685965,Normal,83,160,100.59071350097656,2,7.25,27.9125,0.33
6909382.53,3147978.29,231.656358264,1,1,250m_16_days_NDVI,NDVI ratio - No units,1e-4,28.3121853068503,70.58230903471,point_44,MOD13Q1,2018-01-01,2024-12-31,TRUE,A2020097,2020-04-06,h24v06,2020332105145,1,979,2020,Spring,1125.527950310559,283.7748681197782,-0.5163528091173709,Normal,83,160,100.59071350097656,2,7.25,27.9125,0.33
6909382.53,3147978.29,231.656358264,1,1,250m_16_days_NDVI,NDVI ratio - No units,1e-4,28.3121853068503,70.58230903471,point_44,MOD13Q1,2018-01-01,2024-12-31,TRUE,A2020113,2020-04-22,h24v06,2020333050932,1,957,2020,Spring,1125.527950310559,283.7748681197782,-0.5938790542911121,Normal,83,160,100.59071350097656,2,7.25,27.9125,0.33
6909382.53,3147978.29,231.656358264,1,1,250m_16_days_NDVI,NDVI ratio - No units,1e-4,28.3121853068503,70.58230903471,point_44,MOD13Q1,2018-01-01,2024-12-31,TRUE,A2020129,2020-05-08,h24v06,2020334195414,1,924,2020,Spring,1125.527950310559,283.7748681197782,-0.7101684220517239,Normal,83,160,100.59071350097656,2,7.25,27.9125,0.33
6909382.53,3147978.29,231.656358264,1,1,250m_16_days_NDVI,NDVI ratio - No units,1e-4,28.3121853068503,70.58230903471,point_44,MOD13Q1,2018-01-01,2024-12-31,TRUE,A2020145,2020-05-24,h24v06,2020335211017,1,784,2020,Spring,1125.527950310559,283.7748681197782,-1.2035172549755315,Moderate Stress,83,160,100.59071350097656,2,7.25,27.9125,0.33
6909382.53,3147978.29,231.656358264,1,1,250m_16_days_NDVI,NDVI ratio - No units,1e-4,28.3121853068503,70.58230903471,point_44,MOD13Q1,2018-01-01,2024-12-31,TRUE,A2020161,2020-06-09,h24v06,2020336161908,1,830,2020,Summer,1125.527950310559,283.7748681197782,-1.041416924157709,Moderate Stress,83,160,100.59071350097656,2,5.14,36.526666666666664,7.25
6909382.53,3147978.29,231.656358264,1,1,250m_16_days_NDVI,NDVI ratio - No units,1e-4,28.3121853068503,70.58230903471,point_44,MOD13Q1,2018-01-01,2024-12-31,TRUE,A2020177,2020-06-25,h24v06,2020340105006,1,830,2020,Summer,1125.527950310559,283.7748681197782,-1.041416924157709,Moderate Stress,83,160,100.59071350097656,2,5.14,36.526666666666664,7.25
